,callDateTime,priority,district,description,callNumber,incidentLocation,location
1047802,11/11/2015 15:15,Medium,ED,911/NO  VOICE,P153151767,1800 N PATTERSON PARK AV,"(39.3109852,-76.5858978)"
1047803,11/11/2015 15:15,Non-Emergency,SE,LOUD MUSIC,P153151768,MCELDERRY ST/N ELLWOOD AV,"(39.298070,-76.573744)"
1047804,11/11/2015 15:16,Medium,TRU,911/NO  VOICE,P153151769,1800 N PATTERSON PARK AV,"(39.3109852,-76.5858978)"
1047805,11/11/2015 15:15,Low,ED,AUTO ACCIDENT,P153151770,HARFORD AV/E NORTH AV,"(39.311929,-76.599356)"
1047806,11/11/2015 15:18,Low,CW,OTHER,P153151771,200 NORTH BEND RD,"(39.2828771,-76.7058081)"
1047807,11/11/2015 15:17,Medium,TRU,911/NO  VOICE,P153151772,1800 N PATTERSON PARK AV,"(39.3109852,-76.5858978)"
1047808,11/11/2015 15:16,Medium,NE,911/NO  VOICE,P153151773,2500 HARFORD RD,"(39.3169142,-76.5955223)"
1047809,11/11/2015 15:16,High,WD,SILENT ALARM,P153151775,800 N CARROLLTON AV,"(39.2979221,-76.6372696)"
1047810,11/11/2015 15:17,Medium,ED,BURGLARY,P153151776,1600 N DURHAM ST,"(39.3089480,-76.5923466)"
1047811,11/11/2015 15:17,Medium,NE,911/NO  VOICE,P153151777,5800 HARFORD RD,"(39.3554854,-76.5591859)"
1047812,11/11/2015 15:18,Low,ED,INVESTIGATE,P153151778,1800 N MONTFORD AV,"(39.3113753,-76.5847215)"
1047813,11/11/2015 15:18,Medium,NE,911/NO  VOICE,P153151779,1300 E NORTHERN PY,"(39.2903848,-76.6121893)"
1047814,11/11/2015 15:18,Medium,CD,911/NO  VOICE,P153151780,1700 EUTAW PL,"(39.3068760,-76.6304080)"
1047815,11/11/2015 15:17,Medium,CD,DISORDERLY,P153151781,200 N EUTAW ST,"(39.2920360,-76.6218070)"
1047816,11/11/2015 15:20,High,NW,Traffic Stop,P153151782,3300 LIBERTY HEIGHTS AV,"(39.3245250,-76.6715770)"
1047817,11/11/2015 15:19,Medium,TRU,911/NO  VOICE,P153151783,1800 N PATTERSON PARK AV,"(39.3109903,-76.5858967)"
1047818,11/11/2015 15:18,Medium,SD,NARCOTICSOutside,P153151784,S PAYSON ST/EAGLE ST,"(39.280967,-76.647396)"
1047819,11/11/2015 15:15,High,SD,CUTTING,P153151785,2600-BLKW W PATAPSCO AV,"(,)"
1047820,11/11/2015 15:17,Medium,ND,911/NO  VOICE,P153151786,5200 YORK RD,"(39.3522360,-76.6105171)"
1047821,11/11/2015 15:20,Medium,CW,COMMON ASSAULT,P153151787,1500 E 35TH ST,"(39.3309652,-76.5945405)"
1047822,11/11/2015 15:20,Medium,CD,911/NO  VOICE,P153151788,0 S GREENE ST,"(39.2885205,-76.6236642)"
1047823,11/11/2015 15:17,Medium,CD,DISORDERLY,P153151789,HARBORPLACE,"(39.285074,-76.613049)"
1047824,11/11/2015 13:59,Medium,SD,NARCOTICSOutside,P153151791,LEMMON ST/S SCHROEDER ST,"(39.286135,-76.633630)"
1047825,11/11/2015 15:21,Low,CD,INVESTIGATE,P153151793,500 PRESSTMAN ST,"(39.3075000,-76.6354028)"
1047826,11/11/2015 15:21,Medium,NE,FAMILY DISTURB,P153151794,5300 MORAVIA RD,"(39.3229978,-76.5484210)"
1047827,11/11/2015 15:20,Medium,SW,SUSPICIOUS PERS,P153151795,WESTSIDE SHOPPING CENTER,"(39.283995,-76.654842)"
1047828,11/11/2015 15:22,Low,SE,OTHER,P153151796,6100 BOSTON ST,"(39.2780071,-76.5429547)"
1047829,11/11/2015 15:22,Low,CW,OTHER,P153151797,1400 W COLD SPRING LN,"(39.3469230,-76.6441229)"
1047830,11/11/2015 15:21,Medium,WD,NARCOTICSOutside,P153151798,N PAYSON ST/PENROSE AV,"(39.291220,-76.648836)"
1047831,11/11/2015 15:22,Low,SW,INVESTIGATE,P153151799,W NORTH AV/N HILTON ST,"(39.308871,-76.672426)"
1047832,11/11/2015 15:22,Medium,TRU,911/NO  VOICE,P153151800,100 E WEST ST,"(39.2760218,-76.6121647)"
1047833,11/11/2015 15:22,Medium,TRU,911/NO  VOICE,P153151801,4300 WEST BAY AV,"(39.2261328,-76.5943905)"
1047834,11/11/2015 15:23,Low,CD,INV,P153151802,1500 BLK DRUID HILL AV,"(39.3035641,-76.6309266)"
1047835,11/11/2015 15:20,Low,NW,AUTO ACCIDENT,P153151804,W NORTHERN PY/WABASH AV,"(39.345652,-76.696857)"
1047836,11/11/2015 15:25,Medium,CW,Lab Request,P153151805,1800 ORLEANS ST,"(39.2961670,-76.5919375)"
1047837,11/11/2015 15:21,Medium,SW,COMMON ASSAULT,P153151806,S FRANKLINTOWN RD/FREDERICK AV,"(39.282487,-76.657320)"
1047838,11/11/2015 15:25,Medium,ND,NARCOTICS ONVIEW,P153151807,2000 N CHARLES ST,"(39.3124280,-76.6169550)"
1047839,11/11/2015 19:20,Medium,CD,DISORDERLY,P153152656,300 N EUTAW ST,"(39.2929880,-76.6213830)"
1047840,11/11/2015 19:19,Medium,ED,DISORDERLY,P153152657,1000 WILMOT CT,"(39.2993670,-76.6037048)"
1047841,11/11/2015 19:18,High,NE,SHOOTING,P153152658,1800 E 29TH ST,"(39.3248330,-76.5905340)"
1047842,11/11/2015 19:22,Medium,NW,911/NO  VOICE,P153152660,3800 W BELVEDERE AV,"(39.3452130,-76.6825420)"
1047843,11/11/2015 19:21,Medium,SD,COMMON ASSAULT,P153152662,1500 RUSSELL ST,"(39.2744610,-76.6278710)"
1047844,11/11/2015 19:24,Medium,CW,Lab Request,P153152663,1800 E 29TH ST,"(39.3248330,-76.5905340)"
1047845,11/11/2015 19:24,High,WD,Traffic Stop,P153152664,PENNSYLVANIA AV/W NORTH AV,"(39.310059,-76.642509)"
1047846,11/11/2015 19:22,Low,SW,AUTO ACCIDENT,P153152665,700 N WOODINGTON RD,"(39.2955870,-76.6863210)"
1047847,11/11/2015 19:23,Medium,ND,DISORDERLY,P153152666,500 E 33RD ST,"(39.3286742,-76.6089156)"
1047848,11/11/2015 19:22,High,NW,HOLDUP ALARM,P153152667,3500 OVERVIEW RD,"(39.3273526,-76.6618933)"
1047849,11/11/2015 19:23,Low,NE,INVESTIGATE,P153152668,2900 MAYFIELD AV,"(39.3222611,-76.5728499)"
1047850,11/11/2015 19:25,High,NE,Field Interview,P153152669,BELAIR RD/FRANKFORD AV,"(39.338061,-76.551741)"
1047851,11/11/2015 19:23,Low,NW,CHECK WELL BEING,P153152670,3900 CEDARDALE RD,"(39.3324870,-76.6714870)"
1047852,11/11/2015 19:24,Medium,SE,DISORDERLY,P153152671,N CAROLINE ST/E FAYETTE ST,"(39.293199,-76.597266)"
1047853,11/11/2015 19:23,Medium,SE,DISORDERLY,P153152672,KANE ST/EASTERN AV,"(39.287831,-76.537112)"
1047854,11/11/2015 19:20,Low,CD,OTHER,P153152673,1300 PARK AV,"(39.3060885,-76.6230879)"
1047855,11/11/2015 19:25,Medium,NE,911/NO  VOICE,P153152674,5300 HARFORD RD,"(39.3501993,-76.5633220)"
1047856,11/11/2015 19:25,Low,SE,LARCENCY,P153152675,3800 E LOMBARD ST,"(39.2922588,-76.5653648)"
1047857,11/11/2015 19:27,Low,SE,INVESTIGATE,P153152676,200 ALBEMARLE ST,"(39.2873316,-76.6030658)"
1047858,11/11/2015 19:26,Medium,NE,DISORDERLY,P153152677,4900 ERDMAN AV,"(39.3065585,-76.5586509)"
1047859,11/11/2015 19:25,Medium,ED,911/NO  VOICE,P153152678,800 N MADEIRA ST,"(39.3000686,-76.5861669)"
1047860,11/11/2015 19:27,Non-Emergency,SW,VEHICLE DISTURB,P153152679,3400 ELGIN AV,"(39.3134130,-76.6746060)"
1047861,11/11/2015 19:28,High,WD,Field Interview,P153152680,1300 BLK N CALHOUN ST,"(39.3036570,-76.6406740)"
1047862,11/11/2015 19:27,Medium,CD,FAMILY DISTURB,P153152681,1600 ST PAUL ST,"(39.3068545,-76.6146794)"
1047863,11/11/2015 19:30,Low,SD,AUTO ACCIDENT,P153152682,S MARTIN LUTHER KING JR BL/WASHINGTON BL,"(39.283351,-76.626371)"
1047864,11/11/2015 19:27,High,NE,SILENT ALARM,P153152683,4100 ARDLEY AV,"(39.3177720,-76.5569630)"
1047865,11/11/2015 19:29,Medium,SE,DISORDERLY,P153152684,1500 CHARLOTTE AV,"(39.2763312,-76.5405772)"
1047866,11/11/2015 19:30,Low,NE,LARCENCY,P153152685,3600 E NORTHERN PY,"(39.2903848,-76.6121893)"
1047867,11/11/2015 19:30,Medium,SE,SUSPICIOUS PERS,P153152686,TOONE ST/S CLINTON ST,"(39.278383,-76.569438)"
1047868,11/11/2015 19:26,Medium,WD,COMMON ASSAULT,P153152687,1700 BAKBURY CT,"(39.4279104,-76.3066286)"
1047869,11/11/2015 19:31,Medium,SE,FAMILY DISTURB,P153152688,400 N LINWOOD AV,"(39.2959540,-76.5766820)"
1047870,11/11/2015 19:31,Medium,ED,NARCOTICSOutside,P153152689,DARLEY AV/AIKEN ST,"(39.315916,-76.598511)"
1047871,11/11/2015 19:32,High,NE,Traffic Stop,P153152691,MARBLE HALL RD/E COLD SPRING LN,"(39.344989,-76.595877)"
1047872,11/11/2015 15:29,Low,NW,WANTED ON WARR,P153151834,3900 BAREVA RD,"(39.3336840,-76.6725570)"
1047873,11/11/2015 15:29,Low,TRU,LARCENY F/AUTO,P153151835,6300 HARFORD RD,"(39.3602950,-76.5549750)"
1047874,11/11/2015 15:28,High,WD,ARMED PERSON,P153151836,1300 N CAREY ST,"(39.3033966,-76.6389761)"
1047875,11/11/2015 15:30,Low,SW,AUTO ACCIDENT,P153151837,WILKENS AV/BRUNSWICK ST,"(39.278089,-76.658711)"
1047876,11/11/2015 15:32,High,SE,Traffic Stop,P153151838,100 S BROADWAY,"(39.2901983,-76.5942734)"
1047877,11/11/2015 15:29,Medium,CD,DISORDERLY,P153151839,1900 PARK AV,"(39.3119159,-76.6282650)"
1047878,11/11/2015 15:27,Medium,NE,JUV DISTURBANCE,P153151840,6400 HARFORD RD,"(39.3608145,-76.5541471)"
1047879,11/11/2015 15:31,Medium,WD,BURGLARY,P153151841,1500 N GILMOR ST,"(39.3059447,-76.6442062)"
1047880,11/11/2015 15:32,Medium,NE,COMMON ASSAULT,P153151842,E NORTHERN PY/HARFORD RD,"(39.363397,-76.551876)"
1047881,11/11/2015 15:31,Low,WD,INVESTIGATE,P153151843,200 N PULASKI ST,"(39.2904893,-76.6502350)"
1047882,11/11/2015 15:33,Non-Emergency,SD,VEHICLE DISTURB,P153151844,3600 3RD ST,"(39.2372194,-76.6073269)"
1047883,11/11/2015 15:33,Medium,TRU,911/NO  VOICE,P153151845,1400 E MADISON ST,"(39.2996416,-76.5985848)"
1047884,11/11/2015 15:32,Non-Emergency,NW,INVESTIGATE AUTO,P153151846,BILTMORE AV/W STRATHMORE AV,"(39.357745,-76.694892)"
1047885,11/11/2015 15:34,High,SD,Field Interview,P153151847,1500 E PATAPSCO AV,"(39.2323969,-76.5849828)"
1047886,11/11/2015 15:32,Medium,SE,911/NO  VOICE,P153151848,1600 EASTERN AV,"(39.2856358,-76.5951013)"
1047887,11/11/2015 15:34,Medium,TRU,911/NO  VOICE,P153151849,500 N ATHOL AV,"(39.2923579,-76.6893446)"
1047888,11/11/2015 15:35,Medium,SE,COMMON ASSAULT,P153151850,800 S ANN ST,"(39.2825550,-76.5914570)"
1047889,11/11/2015 15:36,Medium,NE,NARCOTICS ONVIEW,P153151852,4000 BLK BELAIR RD,"(39.3269693,-76.5668892)"
1047890,11/11/2015 15:35,Medium,NW,911/NO  VOICE,P153151853,3000 DRUID PARK DR,"(39.3238608,-76.6610767)"
1047891,11/11/2015 15:32,Medium,SW,COMMON ASSAULT,P153151855,W NORTH AV/N HILTON ST,"(39.308871,-76.672426)"
1047892,11/11/2015 15:35,Low,SW,INVESTIGATE,P153151856,700 POPLAR GROVE ST,"(39.2956120,-76.6653450)"
1047893,11/11/2015 15:34,Medium,TRU,911/NO  VOICE,P153151857,100 S HANOVER ST,"(39.2876915,-76.6162902)"
1047894,11/11/2015 15:37,High,SD,RA POLICE,P153151858,1300 SARGEANT ST,"(39.2808595,-76.6362901)"
1047895,11/11/2015 15:37,High,NE,AUTO ACC/INJURY,P153151859,WALTHER AV/ECHODALE AV,"(39.345191,-76.558157)"
1047896,11/11/2015 15:36,Low,CD,AUTO ACCIDENT,P153151861,HOPKINS PL/W LOMBARD ST,"(39.287647,-76.617687)"
1047897,11/11/2015 15:36,Medium,TRU,911/NO  VOICE,P153151862,4300 WEST BAY AV,"(39.2261328,-76.5943905)"
1047898,11/11/2015 15:36,Medium,NE,JUV DISTURBANCE,P153151863,1300 E 33RD ST,"(39.3287320,-76.5976620)"
1047899,11/11/2015 15:37,Medium,SD,911/NO  VOICE,P153151864,4300 WEST BAY AV,"(39.2261328,-76.5943905)"
1047900,11/11/2015 15:36,Medium,NE,FAMILY DISTURB,P153151865,5900 BENTON HEIGHTS AV,"(39.3460610,-76.5439330)"
1047901,11/11/2015 15:38,Medium,NW,911/NO  VOICE,P153151866,4900 LIBERTY HEIGHTS AV,"(39.3326697,-76.6986428)"
1047902,11/11/2015 15:36,High,SW,ASSIST MTA,P153151867,W NORTH AV/BRADDISH AV,"(39.309251,-76.661179)"
1047903,11/11/2015 15:33,Low,CD,LARCENCY,P153151868,300 WATER ST,"(39.2886477,-76.6106148)"
1047904,11/11/2015 15:38,Medium,NW,911/NO  VOICE,P153151869,3800 EGERTON RD,"(39.3282320,-76.6806749)"
1047905,11/11/2015 15:38,Medium,NW,911/NO  VOICE,P153151870,3800 W BELVEDERE AV,"(39.3452130,-76.6825420)"
1047906,11/11/2015 15:37,Low,ND,AUTO ACCIDENT,P153151872,E 0TH ST/GREENMOUNT AV,"(39.336372,-76.609506)"
1047907,11/11/2015 15:37,High,ED,SILENT ALARM,P153151873,800 N LUZERNE AV,"(39.3002910,-76.5812160)"
1047908,11/11/2015 15:40,Medium,NW,911/NO  VOICE,P153151874,4900 LIBERTY HEIGHTS AV,"(39.3326697,-76.6986428)"
1047909,11/11/2015 15:40,Medium,SD,911/NO  VOICE,P153151875,200 FRANKFURST AV,"(39.2428780,-76.6030780)"
1047910,11/11/2015 15:38,High,NW,ROBBERY UNARMED,P153151877,GWYNNS FALLS PY/BRADDISH AV,"(39.314893,-76.661783)"
1047911,11/11/2015 15:41,Medium,NE,NARCOTICSOutside,P153151879,ELMLEY AV/ERDMAN AV,"(39.317170,-76.569594)"
1047912,11/11/2015 16:15,Medium,CD,BURGLARY,P153151995,700 RESERVOIR ST,"(39.3129188,-76.6289850)"
1047913,11/11/2015 16:16,Medium,ND,JUV DISTURBANCE,P153151996,3300 GREENMOUNT AV,"(39.3285910,-76.6096740)"
1047914,11/11/2015 16:15,Medium,ND,COMMON ASSAULT,P153151997,LIGHT RAIL - NORTH AV,"(39.311090,-76.621483)"
1047915,11/11/2015 16:16,Medium,SW,NARCOTICSOutside,P153151998,600 DENISON ST,"(39.2945500,-76.6744890)"
1047916,11/11/2015 16:16,Low,NE,AUTO ACCIDENT,P153152000,1300 E 25TH ST,"(39.3168935,-76.5963243)"
1047917,11/11/2015 16:19,Medium,CD,NARCOTICSOutside,P153152001,MCCULLOH ST/PRESSTMAN ST,"(39.308042,-76.634603)"
1047918,11/11/2015 16:16,Medium,SW,FAMILY DISTURB,P153152002,1800 SPENCE ST,"(39.2688890,-76.6516989)"
1047919,11/11/2015 16:17,Medium,SE,FAMILY DISTURB,P153152003,1200 S KENWOOD AV,"(39.2789988,-76.5769648)"
1047920,11/11/2015 16:20,Low,SE,HIT AND RUN,P153152004,700 BLK S BROADWAY,"(39.2833929,-76.5937220)"
1047921,11/11/2015 16:14,Low,ND,OTHER,P153152005,SB I 100 S AT NORTHERN PKWY TO SB I 100,"(39.359651,-76.650441)"
1047922,11/11/2015 16:20,Medium,SE,DISORDERLY,P153152006,S MACON ST/FLEET ST,"(39.285988,-76.557243)"
1047923,11/11/2015 16:21,Low,NW,AUTO ACCIDENT,P153152007,2300 ANOKA AV,"(39.3217340,-76.6558189)"
1047924,11/11/2015 16:21,Medium,SE,COMMON ASSAULT,P153152008,N CAROLINE ST/E FAYETTE ST,"(39.293199,-76.597266)"
1047925,11/11/2015 16:21,Medium,WD,BURGLARY,P153152010,1500 N GILMOR ST,"(39.3059447,-76.6442062)"
1047926,11/11/2015 16:20,Medium,SE,COMMON ASSAULT,P153152011,E FAYETTE ST/N CAROLINE ST,"(39.293199,-76.597266)"
1047927,11/11/2015 16:21,Medium,NE,911/NO  VOICE,P153152012,1300 E NORTHERN PY,"(39.2903848,-76.6121893)"
1047928,11/11/2015 16:21,Medium,ND,DISORDERLY,P153152013,1200 BLK W NORTHERN PY,"(39.2903848,-76.6121893)"
1047929,11/11/2015 16:20,Medium,NE,911/NO  VOICE,P153152014,1300 E NORTHERN PY,"(39.2903848,-76.6121893)"
1047930,11/11/2015 16:20,Medium,SD,PROSTITUTION,P153152015,900 BLK S CAREY ST,"(39.2819154,-76.6373566)"
1047931,11/11/2015 16:22,Low,SW,OTHER,P153152016,500 MILLINGTON AV,"(39.2798984,-76.6564062)"
1047932,11/11/2015 16:23,Low,NE,AUTO ACCIDENT,P153152017,E 0TH ST/SHERWOOD AV,"(39.316902,-76.596472)"
1047933,11/11/2015 16:23,Medium,TRU,911/NO  VOICE,P153152019,3800 HOOPER AV,"(39.3338043,-76.6474606)"
1047934,11/11/2015 16:22,Medium,WD,DISORDERLY,P153152021,1700 W NORTH AV,"(39.3101960,-76.6451230)"
1047935,11/11/2015 16:20,Medium,NE,DISORDERLY,P153152022,3400 PARKLAWN AV,"(39.3241700,-76.5760040)"
1047936,11/11/2015 16:23,Medium,TRU,911/NO  VOICE,P153152023,0 N POPPLETON ST,"(39.2888613,-76.6321658)"
1047937,11/11/2015 16:18,Low,NW,AUTO ACCIDENT,P153152025,5600 REISTERSTOWN RD,"(39.3488079,-76.6918574)"
1047938,11/11/2015 16:21,High,SE,ROBBERY UNARMED,P153152026,N CAROLINE ST/E FAYETTE ST,"(39.293199,-76.597266)"
1047939,11/11/2015 16:25,High,NE,Field Interview,P153152028,NORTHEAST DISTRICT,"(39.340482,-76.582041)"
1047940,11/11/2015 16:22,Low,SW,AUTO ACCIDENT,P153152030,S CATON AV/W BALTIMORE ST,"(39.285813,-76.673169)"
1047941,11/11/2015 16:26,Medium,CW,Lab Request,P153152031,3600 ELLERSLIE AV,"(39.3319521,-76.6036205)"
1047942,11/11/2015 16:23,Non-Emergency,NW,Private Tow,P153152033,6400-6500 PARK HEIGHTS AV,"(,)"
1047943,11/11/2015 16:23,Non-Emergency,ND,STREET OBSTRUCT,P153152034,NB I 100 N AT W COLD SPRING LN,"(39.345141,-76.647026)"
1047944,11/11/2015 16:25,Medium,TRU,911/NO  VOICE,P153152035,3800 CANTERBURY RD,"(39.3351825,-76.6205380)"
1047945,11/11/2015 16:27,Medium,SW,911/NO  VOICE,P153152038,2800 WILKENS AV,"(39.2767990,-76.6624739)"
1047946,11/11/2015 15:49,Medium,TRU,911/NO  VOICE,P153151910,5000 BEAUFORT AV,"(39.3452530,-76.6780250)"
1047947,11/11/2015 15:48,Low,ND,HIT AND RUN,P153151911,THE ALAMEDA/ARGONNE DR,"(39.340069,-76.600194)"
1047948,11/11/2015 15:47,Medium,NE,LYING IN STREET,P153151912,E 0ND ST/HARFORD RD,"(39.326981,-76.584459)"
1047949,11/11/2015 15:50,Low,WD,AUTO ACCIDENT,P153151914,2200 N MONROE ST,"(39.3132160,-76.6486480)"
1047950,11/11/2015 15:51,High,SD,AUTO ACC/INJURY,P153151915,S CAREY ST/SARGEANT ST,"(39.281022,-76.635861)"
1047951,11/11/2015 15:53,Non-Emergency,SW,RECOVER PROPERTY,P153151918,4100 BLK FREDERICK AV,"(39.2819620,-76.6834430)"
1047952,11/11/2015 15:50,Medium,SE,NARCOTICS INSIDE,P153151919,200 HERRING CT,"(39.2878100,-76.5951227)"
1047953,11/11/2015 15:52,Medium,NW,911/NO  VOICE,P153151920,6300 WABASH AV,"(39.3507483,-76.7034107)"
1047954,11/11/2015 15:51,Low,NE,HIT AND RUN,P153151921,E COLD SPRING LN/HILLEN RD,"(39.345913,-76.586149)"
1047955,11/11/2015 15:47,Low,NW,HIT AND RUN,P153151922,5600 REISTERSTOWN RD,"(39.4894936,-76.8724374)"
1047956,11/11/2015 15:51,Medium,TRU,911/NO  VOICE,P153151923,3500 CHESTERFIELD AV,"(39.3211570,-76.5640790)"
1047957,11/11/2015 15:53,Medium,NW,NARCOTICSOutside,P153151924,5000 BLK PALMER AV,"(39.3480770,-76.6724102)"
1047958,11/11/2015 15:52,Medium,SD,COMMON ASSAULT,P153151925,500 ANNABEL AV,"(39.2380020,-76.6030120)"
1047959,11/11/2015 15:54,Medium,TRU,911/NO  VOICE,P153151929,700 POPLAR GROVE ST,"(39.2956120,-76.6653450)"
1047960,11/11/2015 15:53,Medium,TRU,911/NO  VOICE,P153151930,1000 E BALTIMORE ST,"(39.2904644,-76.6031401)"
1047961,11/11/2015 15:53,Medium,NE,SUSPICIOUS PERS,P153151931,3700 MAYBERRY AV,"(39.3555471,-76.5419902)"
1047962,11/11/2015 15:53,Low,SD,AUTO ACCIDENT,P153151932,3000 S HANOVER ST,"(39.2513247,-76.6150127)"
1047963,11/11/2015 15:54,High,SD,SILENT ALARM,P153151933,1100 CARROLL ST,"(39.2820797,-76.6314775)"
1047964,11/11/2015 15:52,High,SD,ARMED PERSON,P153151934,2500 BLK RIDGELY ST,"(,)"
1047965,11/11/2015 15:56,High,ED,Traffic Stop,P153151936,1500 BLK ORLEANS ST,"(39.2952037,-76.5973413)"
1047966,11/11/2015 15:56,Medium,CW,Lab Request,P153151937,2000 RIDGEHILL AV,"(39.3114500,-76.6504207)"
1047967,11/11/2015 15:53,Medium,SW,MISSING PERSON,P153151939,3200 MASSACHUSETTS AV,"(39.2839312,-76.6704428)"
1047968,11/11/2015 15:56,Medium,TRU,911/NO  VOICE,P153151940,600 CHERRY HILL RD,"(39.2504270,-76.6222864)"
1047969,11/11/2015 15:55,Low,WD,WANTED ON WARR,P153151941,700 N FREMONT AV,"(39.2969082,-76.6332982)"
1047970,11/11/2015 15:57,Medium,TRU,911/NO  VOICE,P153151942,200 FRANKFURST AV,"(39.2428780,-76.6030780)"
1047971,11/11/2015 15:55,Non-Emergency,SS,SUPV COMPLAINT,P153151943,5000 CORLEY RD,"(39.3129683,-76.7021226)"
1047972,11/11/2015 16:00,High,SE,Field Interview,P153151944,100 N WOLFE ST,"(39.2928648,-76.5908026)"
1047973,11/11/2015 15:59,Medium,TRU,911/NO  VOICE,P153151945,2000 WINCHESTER ST,"(39.3018365,-76.6515506)"
1047974,11/11/2015 15:57,Low,CD,DESTRUCT PROPTY,P153151947,500 CUMBERLAND ST,"(39.3098142,-76.6409531)"
1047975,11/11/2015 15:59,Medium,NW,NARCOTICSOutside,P153151948,5000 BLK PALMER AV,"(39.3480770,-76.6724102)"
1047976,11/11/2015 15:58,Medium,TRU,911/NO  VOICE,P153151949,100 S PACA ST,"(39.2874652,-76.6221829)"
1047977,11/11/2015 16:01,Medium,WD,NARCOTICSOutside,P153151951,1800 WESTWOOD AV,"(39.3088639,-76.6464604)"
1047978,11/11/2015 16:00,Low,WD,INVESTIGATE,P153151952,1500 N STRICKER ST,"(39.3057992,-76.6419527)"
1047979,11/14/2015 10:52,Medium,SE,911/NO  VOICE,P153181059,600 S CAROLINE ST,"(39.2838730,-76.5971010)"
1047980,11/14/2015 10:54,High,NW,Traffic Stop,P153181060,3200 BLK W BELVEDERE AV,"(39.3487939,-76.6765613)"
1047981,11/14/2015 10:54,Medium,SD,911/NO  VOICE,P153181061,600 S SHARP ST,"(39.2820203,-76.6175542)"
1047982,11/14/2015 10:55,Low,NE,DESTRUCT PROPTY,P153181063,1400 STONEWOOD RD,"(39.3498058,-76.5937958)"
1047983,11/11/2015 16:27,Medium,WD,911/NO  VOICE,P153152039,1000 W BALTIMORE ST,"(39.2889640,-76.6339440)"
1047984,11/11/2015 16:26,Medium,ND,DISORDERLY,P153152040,900 GORSUCH AV,"(39.3263557,-76.6042647)"
1047985,11/11/2015 16:26,Medium,NE,DISORDERLY,P153152041,6000 BELAIR RD,"(39.3482617,-76.5387901)"
1047986,11/11/2015 16:26,Non-Emergency,NE,Repo,P153152042,4200 FRANKFORD AV,"(39.3381009,-76.5516390)"
1047987,11/11/2015 16:30,Medium,ED,911/NO  VOICE,P153152044,1000 EDISON HY,"(39.3029101,-76.5728713)"
1047988,11/11/2015 16:30,Medium,ED,BURGLARY,P153152045,4300 PULASKI HY,"(39.2984194,-76.5612727)"
1047989,11/11/2015 16:27,High,CD,ABDUCTION OTHER,P153152046,1400 BRUNT ST,"(,)"
1047990,11/11/2015 16:29,Non-Emergency,SD,VEHICLE DISTURB,P153152047,3600 3RD ST,"(39.2372194,-76.6073269)"
1047991,11/11/2015 16:28,Medium,SD,NARCOTICSOutside,P153152048,0 S CAREY ST,"(39.2885257,-76.6381553)"
1047992,11/11/2015 16:30,Medium,ND,WELLBEING CHECK,P153152050,BARCLAY ST/UNIVERSITY PL,"(39.330750,-76.611241)"
1047993,11/11/2015 16:32,Medium,NE,DISORDERLY,P153152051,2600 POLK ST,"(39.3198981,-76.5953518)"
1047994,11/11/2015 21:34,Medium,ED,FAMILY DISTURB,P153152998,1600 N BROADWAY,"(39.3086259,-76.5952770)"
1047995,11/11/2015 21:32,Low,WD,WANTED ON WARR,P153152999,200,"(39.2912369,-76.6124710)"
1047996,11/11/2015 21:36,Non-Emergency,SD,Repairs/Service,P153153001,100,"(39.3810499,-76.6572571)"
1047997,11/11/2015 21:35,Medium,CD,NARCOTICSOutside,P153153002,N GAY ST/E FAYETTE ST,"(39.290582,-76.609001)"
1047998,11/11/2015 21:37,High,WD,Traffic Stop,P153153003,W MULBERRY ST/W CHERRY BLOSSOM WY,"(39.293483,-76.630372)"
1047999,11/11/2015 21:36,Non-Emergency,SW,LOUD MUSIC,P153153004,2900 BLK EDMONDSON AV,"(39.2946750,-76.6651060)"
1048000,11/11/2015 21:36,Medium,SD,FAMILY DISTURB,P153153005,400 S FULTON AV,"(39.2831322,-76.6449189)"
1048001,11/11/2015 21:30,Medium,SW,AUTO THEFT,P153153006,W PATAPSCO AV/WASHINGTON BL,"(39.257648,-76.663568)"
1048002,11/11/2015 21:35,High,SE,ARMED PERSON,P153153007,1000 COMET ST,"(39.2924127,-76.6033929)"
1048003,11/11/2015 21:37,Low,NE,INVOL DETENTION,P153153008,6000 OLD HARFORD RD,"(39.3564948,-76.5578233)"
1048004,11/11/2015 21:38,Medium,NE,911/NO  VOICE,P153153009,5300 HARFORD RD,"(39.3501993,-76.5633220)"
1048005,11/11/2015 21:35,Non-Emergency,SW,56,P153153010,0 N TREMONT RD,"(39.2835253,-76.6949486)"
1048006,11/11/2015 21:37,Low,SW,AUTO ACCIDENT,P153153011,WASHINGTON BL/W PATAPSCO AV,"(39.257648,-76.663568)"
1048007,11/11/2015 21:38,Non-Emergency,SW,TOWED VEHICLE,P153153012,1300 BLK N LONGWOOD ST,"(39.3026200,-76.6674589)"
1048008,11/11/2015 21:35,High,ED,ARMED PERSON,P153153013,2200 CECIL AV,"(39.3140659,-76.6050840)"
1048009,11/11/2015 21:39,Low,SW,AUTO ACCIDENT,P153153014,1300 N LONGWOOD ST,"(39.3026200,-76.6674589)"
1048010,11/11/2015 21:32,Medium,SE,DISORDERLY,P153153015,300 S HIGH ST,"(39.2861433,-76.6018990)"
